id,name,scientific,order,family,genus,species,image,paragraph
myid,Borassus,none,Arecales,Arecaceae,Borassus,none,https://upload.wikimedia.org/wikipedia/commons/thumb/3/32/Asian_palmyra_%28Borassus_flabellifer%29.JPG/220px-Asian_palmyra_%28Borassus_flabellifer%29.JPG,"<p>See text.
</p>"
myid,Boronia,none,Sapindales,Rutaceae,Boronia,none,https://upload.wikimedia.org/wikipedia/commons/thumb/5/57/Boronia_fraseri_Glenbrook.jpg/220px-Boronia_fraseri_Glenbrook.jpg,"<p>See text
</p>"
myid,Bossiaea,none,Fabales,Fabaceae,Bossiaea,none,https://upload.wikimedia.org/wikipedia/commons/thumb/0/06/Bossiaea_walkeri.jpg/220px-Bossiaea_walkeri.jpg,"<p>See text.
</p>"
myid,Bothriochloa,none,Poales,Poaceae,Bothriochloa,none,https://upload.wikimedia.org/wikipedia/commons/thumb/9/93/Bothriochloa_pertusa_habit.jpg/220px-Bothriochloa_pertusa_habit.jpg,"<p><i><b>Bothriochloa</b></i> is a common and widespread <a href=""/wiki/Genus"" title=""Genus"">genus</a> of plants in the <a href=""/wiki/Poaceae"" title=""Poaceae"">grass family</a> native to many countries on all inhabited continents and many islands.<sup class=""reference"" id=""cite_ref-4""><a href=""#cite_note-4"">[4]</a></sup> They are often called <b>beardgrass</b> or <b>bluestem</b>.<sup class=""reference"" id=""cite_ref-5""><a href=""#cite_note-5"">[5]</a></sup><sup class=""reference"" id=""cite_ref-6""><a href=""#cite_note-6"">[6]</a></sup>
</p>"
myid,Bougainvillea,none,Caryophyllales,Nyctaginaceae,Bougainvillea,none,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f7/Bougainvillea_Flower.jpg/220px-Bougainvillea_Flower.jpg,"<p><i>Tricycla</i> <small><a href=""/wiki/Antonio_Jos%C3%A9_Cavanilles"" title=""Antonio José Cavanilles"">Cav.</a></small><sup class=""reference"" id=""cite_ref-GRIN_1-1""><a href=""#cite_note-GRIN-1"">[1]</a></sup>
</p>"
myid,Bouteloua,none,Poales,Poaceae,Bouteloua,none,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8a/Bouteloua_curtipendula.jpg/220px-Bouteloua_curtipendula.jpg,"<p><i><b>Bouteloua</b></i> is a <a href=""/wiki/Genus"" title=""Genus"">genus</a> of plants in the <a href=""/wiki/Poaceae"" title=""Poaceae"">grass family</a>.<sup class=""reference"" id=""cite_ref-3""><a href=""#cite_note-3"">[3]</a></sup><sup class=""reference"" id=""cite_ref-4""><a href=""#cite_note-4"">[4]</a></sup> Members of the genus are commonly known as <b>grama grass</b>.<sup class=""reference"" id=""cite_ref-ITIS_5-0""><a href=""#cite_note-ITIS-5"">[5]</a></sup>
</p>"
myid,Bouvardia,none,none,none,none,none,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4d/Bouvardia_ternifolia0.jpg/220px-Bouvardia_ternifolia0.jpg,"<p><i><b>Bouvardia</b></i> is a <a href=""/wiki/Genus"" title=""Genus"">genus</a> of <a href=""/wiki/Flowering_plant"" title=""Flowering plant"">flowering plants</a> in the <a href=""/wiki/Rubiaceae"" title=""Rubiaceae"">Rubiaceae</a> <a href=""/wiki/Family_(biology)"" title=""Family (biology)"">family</a>.<sup class=""reference"" id=""cite_ref-EB1911_1-0""><a href=""#cite_note-EB1911-1"">[1]</a></sup> It contains about 50 species of <a href=""/wiki/Evergreen"" title=""Evergreen"">evergreen</a> <a href=""/wiki/Herbaceous_plant"" title=""Herbaceous plant"">herbs</a> and <a href=""/wiki/Shrub"" title=""Shrub"">shrubs</a> native to <a href=""/wiki/Mexico"" title=""Mexico"">Mexico</a> and <a href=""/wiki/Central_America"" title=""Central America"">Central America</a>,<sup class=""reference"" id=""cite_ref-EB1911_1-1""><a href=""#cite_note-EB1911-1"">[1]</a></sup> with one species extending into the southwestern <a href=""/wiki/United_States"" title=""United States"">United States</a> (<i><a href=""/wiki/Bouvardia_ternifolia"" title=""Bouvardia ternifolia"">B. ternifolia</a></i>, in <a href=""/wiki/Arizona"" title=""Arizona"">Arizona</a>, <a href=""/wiki/New_Mexico"" title=""New Mexico"">New Mexico</a> and <a href=""/wiki/Texas"" title=""Texas"">Texas</a>).<sup class=""reference"" id=""cite_ref-WCSP_2-0""><a href=""#cite_note-WCSP-2"">[2]</a></sup> The genus is named in honor of <a href=""/wiki/Charles_Bouvard"" title=""Charles Bouvard"">Charles Bouvard</a> (1572–1658), physician to <a class=""mw-redirect"" href=""/wiki/Louis_XIII"" title=""Louis XIII"">Louis XIII</a>, and superintendent of the <a href=""/wiki/Jardin_des_Plantes"" title=""Jardin des Plantes"">Jardin du Roi</a> in <a href=""/wiki/Paris"" title=""Paris"">Paris</a>.<sup class=""reference"" id=""cite_ref-3""><a href=""#cite_note-3"">[3]</a></sup>
</p>"
myid,Bowenia,none,Cycadales,Stangeriaceae,Bowenia,none,https://upload.wikimedia.org/wikipedia/commons/thumb/4/45/Bowenia_Spectabilis_2_years.jpg/220px-Bowenia_Spectabilis_2_years.jpg,"<p>† <i>Bowenia eocenica</i><br/>
† <i>Bowenia papillosa</i><br/>
<i><a href=""/wiki/Bowenia_serrulata"" title=""Bowenia serrulata"">Bowenia serrulata</a></i><br/>
<i><a href=""/wiki/Bowenia_spectabilis"" title=""Bowenia spectabilis"">Bowenia spectabilis</a></i>
</p>"
myid,Bowiea,Bowiea volubilis,none,none,none,<b>B. volubilis</b>,https://upload.wikimedia.org/wikipedia/commons/thumb/5/51/Bowiea_volubilis02.jpg/220px-Bowiea_volubilis02.jpg,"<p><i><b>Bowiea</b></i> is a bulbous genus of perennial, succulent plants which thrive in dry and desert regions of eastern and southern <a href=""/wiki/Africa"" title=""Africa"">Africa</a>. It is native to a region stretching from <a href=""/wiki/Kenya"" title=""Kenya"">Kenya</a> to <a href=""/wiki/Cape_Province"" title=""Cape Province"">Cape Province</a>.<sup class=""reference"" id=""cite_ref-ugubuugu_1-1""><a href=""#cite_note-ugubuugu-1"">[1]</a></sup>
</p>"
myid,Bowkeria,none,Lamiales,Stilbaceae,Bowkeria,none,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3b/Bowkeria_verticillata.jpg/220px-Bowkeria_verticillata.jpg,"<p><i><b>Bowkeria</b></i> is a genus of <a class=""mw-redirect"" href=""/wiki/Angiosperms"" title=""Angiosperms"">flowering plants</a> in the family <a href=""/wiki/Stilbaceae"" title=""Stilbaceae"">Stilbaceae</a> described as a genus in 1839.<sup class=""reference"" id=""cite_ref-GRIN_1-1""><a href=""#cite_note-GRIN-1"">[1]</a></sup><sup class=""reference"" id=""cite_ref-2""><a href=""#cite_note-2"">[2]</a></sup><sup class=""reference"" id=""cite_ref-t_3-0""><a href=""#cite_note-t-3"">[3]</a></sup>
</p>"
myid,Boykinia,none,Saxifragales,Saxifragaceae,<i>nom. cons.</i>,none,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0e/Boykinia_occidentalis_6567.JPG/220px-Boykinia_occidentalis_6567.JPG,"<p>See text
</p>"
myid,Brabejum,Brabejum stellatifolium,Proteales,Proteaceae,Brabejum,<b>B. stellatifolium</b>,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5a/Brabejum_stellatifolium_tree_in_flower_-_Cape_Town_6.JPG/220px-Brabejum_stellatifolium_tree_in_flower_-_Cape_Town_6.JPG,"<p><i><b>Brabejum</b></i> is a genus of a single species of large evergreen tree, <i><b>Brabejum stellatifolium</b></i> in the [Proteaceae]], commonly called <b>wild almond</b>, <b>bitter almond</b> or <b>ghoeboontjie</b>. It is restricted in the wild to South Africa's Western Cape Province, where it grows in thickets along the banks of streams. The plant is of botanical interest as being Africa's only member of the large grevilleoid subfamily. It is a bushy small tree with branches widely at ground level and numerous erect vigorous stems. Leaves to 6 in (15 cm) long, narrow and bluntly toothed, appear at intervals along the branches, mostly in whorls of 6. In summer, the plant bears white flowers densely crowded on spikes arising from rusty buds at the leaf axils. The fruits to 2 in (5 cm) long, magenta to reddish brown, similar to an almond, appear in autumn. The nut is too bitter to eat; however, in earlier times it was boiled, roasted, and ground to make a ""coffee"" drink.
</p>"
myid,Brachychiton,none,Malvales,Malvaceae,Brachychiton,none,https://upload.wikimedia.org/wikipedia/commons/thumb/5/59/Illawarra_Flame_Tree_%28Brachychiton_acerifolius%29.jpg/220px-Illawarra_Flame_Tree_%28Brachychiton_acerifolius%29.jpg,"<p>See text.
</p>"
myid,Brachyglottis,none,Asterales,Asteraceae,Brachyglottis,none,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8d/Brachyglottis_elaeagnifolia_11.JPG/220px-Brachyglottis_elaeagnifolia_11.JPG,"<p>about 39
</p>"
myid,Brachylaena,none,Asterales,Asteraceae,Brachylaena,none,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8e/Brachylaena_discolor_tree_-_South_Africa.jpg/220px-Brachylaena_discolor_tree_-_South_Africa.jpg,"<p><i><a class=""mw-redirect"" href=""/wiki/Oligocarpha"" title=""Oligocarpha"">Oligocarpha</a></i> <small>Cass.</small>
</p>"
myid,Brachypodium,none,Poales,Poaceae,Brachypodium,none,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4c/Nordens_flora_Brachypodium_pinnatum.jpg/220px-Nordens_flora_Brachypodium_pinnatum.jpg,"<p><i><b>Brachypodium</b></i> is a <a href=""/wiki/Genus"" title=""Genus"">genus</a> of plants in the <a href=""/wiki/Poaceae"" title=""Poaceae"">grass family</a>, widespread across much of <a href=""/wiki/Africa"" title=""Africa"">Africa</a>, <a href=""/wiki/Eurasia"" title=""Eurasia"">Eurasia</a>, and <a href=""/wiki/Latin_America"" title=""Latin America"">Latin America</a>.<sup class=""reference"" id=""cite_ref-5""><a href=""#cite_note-5"">[5]</a></sup><sup class=""reference"" id=""cite_ref-6""><a href=""#cite_note-6"">[6]</a></sup><sup class=""reference"" id=""cite_ref-7""><a href=""#cite_note-7"">[7]</a></sup><sup class=""reference"" id=""cite_ref-8""><a href=""#cite_note-8"">[8]</a></sup><sup class=""reference"" id=""cite_ref-9""><a href=""#cite_note-9"">[9]</a></sup><sup class=""reference"" id=""cite_ref-10""><a href=""#cite_note-10"">[10]</a></sup> It is classified in its own tribe <b>Brachypodieae</b>.<sup class=""reference"" id=""cite_ref-SorengPeterson2015_11-0""><a href=""#cite_note-SorengPeterson2015-11"">[11]</a></sup>
</p>"
myid,Brachyscome,none,Asterales,Asteraceae,Brachyscome,none,https://upload.wikimedia.org/wikipedia/commons/thumb/d/da/Brachyscome_angustifolia.jpg/220px-Brachyscome_angustifolia.jpg,"<p>see <a href=""/wiki/List_of_Brachyscome_species"" title=""List of Brachyscome species"">List of <i>Brachyscome</i> species</a>
</p>"
myid,Brachysema,Homona brachysema,Lepidoptera,Tortricidae,Homona,<b>H. brachysema</b>,https://upload.wikimedia.org/wikipedia/commons/thumb/d/df/Wikispecies-logo.svg/34px-Wikispecies-logo.svg.png,"<p><i><b>Homona brachysema</b></i> is a species of <a href=""/wiki/Moth"" title=""Moth"">moth</a> of the family <a href=""/wiki/Tortricidae"" title=""Tortricidae"">Tortricidae</a>. It is found on <a href=""/wiki/Sumatra"" title=""Sumatra"">Sumatra</a> in Indonesia.
</p>"
myid,Brachystelma,none,Gentianales,Apocynaceae,Brachystelma,none,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a8/Brachystelma_caffrum_PICT2000.JPG/220px-Brachystelma_caffrum_PICT2000.JPG,"<p>The genus <i><b>Brachystelma</b></i> R. Br. (Apocynaceae: Asclepiadoideae - Ceropegieae) is represented by over a hundred species in the world,<sup class=""reference"" id=""cite_ref-1""><a href=""#cite_note-1"">[1]</a></sup> chiefly distributed in South Africa, South-East Asia and Australasia.<sup class=""reference"" id=""cite_ref-2""><a href=""#cite_note-2"">[2]</a></sup> In India, 17 species are known to occur,<sup class=""reference"" id=""cite_ref-3""><a href=""#cite_note-3"">[3]</a></sup> of which nine are endemic.
</p>"
s,k,i,p,p,e,d
myid,Brahea,none,Arecales,Arecaceae,Brahea,none,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f5/Brahea_decumbens_2.jpg/220px-Brahea_decumbens_2.jpg,"<p><i><a class=""mw-redirect"" href=""/wiki/Erythea"" title=""Erythea"">Erythea</a></i> <small>S.Watson</small><br/>
<i><a class=""mw-redirect"" href=""/wiki/Glaucothea"" title=""Glaucothea"">Glaucothea</a></i> <small>O.F.Cook</small>
</p>"
myid,Brassavola,none,Asparagales,Orchidaceae,Brassavola,none,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/Brassavola-flagellaris.jpg/220px-Brassavola-flagellaris.jpg,"<p><i><b>Brassavola</b></i> is a <a href=""/wiki/Genus"" title=""Genus"">genus</a> of 21 <a class=""mw-redirect"" href=""/wiki/Orchid"" title=""Orchid"">orchids</a> (<a href=""/wiki/Family_(biology)"" title=""Family (biology)"">family</a> Orchidaceae). They were named in 1813 by the Scottish botanist Robert Brown. The name comes from the <a href=""/wiki/Italy"" title=""Italy"">Italian</a> nobleman and physician <a href=""/wiki/Antonio_Musa_Brassavola"" title=""Antonio Musa Brassavola"">Antonio Musa Brassavola</a>. This genus is abbreviated <b>B.</b> in trade journals.
</p>"
myid,Brassaia,none,none,none,none,none,https://upload.wikimedia.org/wikipedia/commons/thumb/9/93/National_Congress_of_Brazil.jpg/149px-National_Congress_of_Brazil.jpg,"<p><b>Brasília</b> (<small>Portuguese pronunciation: </small><span class=""IPA"" title=""Representation in the International Phonetic Alphabet (IPA)""><a href=""/wiki/Help:IPA_for_Portuguese"" title=""Help:IPA for Portuguese"">[bɾaˈziljɐ]</a></span>) is the <a href=""/wiki/Federal_capital"" title=""Federal capital"">federal capital</a> of <a href=""/wiki/Brazil"" title=""Brazil"">Brazil</a> and <a href=""/wiki/Seat"" title=""Seat"">seat</a> of <a href=""/wiki/Forms_of_government"" title=""Forms of government"">government</a> of the <a href=""/wiki/Federal_District_(Brazil)"" title=""Federal District (Brazil)"">Federal District</a>. The city is atop the <a class=""mw-redirect"" href=""/wiki/Brazilian_highlands"" title=""Brazilian highlands"">Brazilian highlands</a> in the country's <a href=""/wiki/Central-West_Region,_Brazil"" title=""Central-West Region, Brazil"">center-western</a> region. It was founded on April 21, 1960, to serve as the new national capital. Brasília and its metro (encompassing the Federal District) had a population of 2,556,149 in 2011, making it Brazil's <a href=""/wiki/List_of_largest_cities_in_Brazil"" title=""List of largest cities in Brazil"">4th most populous city</a>.<sup class=""reference"" id=""cite_ref-2""><a href=""#cite_note-2"">[2]</a></sup> Among major Latin American cities, Brasília has the highest GDP per capita at <span style=""white-space: nowrap"">R$61,915</span> (<span style=""white-space: nowrap"">US$36,175</span>).<sup class=""reference"" id=""cite_ref-3""><a href=""#cite_note-3"">[3]</a></sup><sup class=""reference"" id=""cite_ref-4""><a href=""#cite_note-4"">[4]</a></sup>
</p>"
myid,Brassia,none,Asparagales,Orchidaceae,Brassia,none,https://upload.wikimedia.org/wikipedia/commons/thumb/8/87/Brassia_arcuigera.jpg/220px-Brassia_arcuigera.jpg,"<p><i><b>Brassia</b></i> is a <a href=""/wiki/Genus"" title=""Genus"">genus</a> of <a class=""mw-redirect"" href=""/wiki/Orchid"" title=""Orchid"">orchids</a>  classified in the <a href=""/wiki/Oncidiinae"" title=""Oncidiinae"">Oncidiinae</a> subtribe. It is native to <a href=""/wiki/Mexico"" title=""Mexico"">Mexico</a>, <a href=""/wiki/Central_America"" title=""Central America"">Central America</a>, the <a href=""/wiki/West_Indies"" title=""West Indies"">West Indies</a>, and northern <a href=""/wiki/South_America"" title=""South America"">South America</a>, with one species (<i>B. caudata</i>) extending into <a href=""/wiki/Florida"" title=""Florida"">Florida</a>.<sup class=""reference"" id=""cite_ref-d_1-1""><a href=""#cite_note-d-1"">[1]</a></sup><sup class=""reference"" id=""cite_ref-2""><a href=""#cite_note-2"">[2]</a></sup>
</p>"
myid,Brassica,none,Brassicales,Brassicaceae,Brassica,none,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d9/Brassica_rapa_plant.jpg/220px-Brassica_rapa_plant.jpg,"<p>See text.
</p>"
myid,Brassidium,none,Asparagales,Orchidaceae,Brassidium,none,https://upload.wikimedia.org/wikipedia/commons/thumb/8/88/Cymbidium_aloifolium.jpg/30px-Cymbidium_aloifolium.jpg,"<p>× <i><b>Brassidium</b></i>, abbreviated in trade journals <b>Brsdm</b>, is an <a class=""mw-redirect"" href=""/wiki/Intergeneric_hybrid"" title=""Intergeneric hybrid"">intergeneric hybrid</a> between the orchid genera <i><a href=""/wiki/Brassia"" title=""Brassia"">Brassia</a></i> and <i><a href=""/wiki/Oncidium"" title=""Oncidium"">Oncidium</a></i> (Brs x Onc).
</p>"
myid,Brassocattleya,none,Asparagales,Orchidaceae,Brassocattleya,none,https://upload.wikimedia.org/wikipedia/commons/thumb/2/23/Bc._Star_Ruby.jpg/220px-Bc._Star_Ruby.jpg,"<p><i><b>Brassocattleya</b></i> or <i><b>Brasso-cattleya</b></i>, abbreviated <b>Bc.</b> in the horticultural trade,<sup class=""reference"" id=""cite_ref-1""><a href=""#cite_note-1"">[1]</a></sup> is an intergeneric <a class=""mw-redirect"" href=""/wiki/Orchid"" title=""Orchid"">orchid</a> <a href=""/wiki/Hybrid_(biology)"" title=""Hybrid (biology)"">hybrid</a> derived from the genera <i><a href=""/wiki/Brassavola"" title=""Brassavola"">Brassavola</a></i> and <i><a href=""/wiki/Cattleya"" title=""Cattleya"">Cattleya</a></i>.<sup class=""reference"" id=""cite_ref-2""><a href=""#cite_note-2"">[2]</a></sup>
</p>"
myid,Brassolaeliocattleya,none,Asparagales,Orchidaceae,Brassolaeliocattleya,none,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9d/Brassolaeliocattleya_Glenn_Maidment_%27Aranbeen%271.jpg/220px-Brassolaeliocattleya_Glenn_Maidment_%27Aranbeen%271.jpg,"<p>many <a href=""/wiki/Cultivar"" title=""Cultivar"">cultivars</a>.
</p>"
myid,Breynia,none,Malpighiales,Phyllanthaceae,Breynia,none,https://upload.wikimedia.org/wikipedia/commons/thumb/e/eb/Starr_030612-0047_Breynia_disticha.jpg/220px-Starr_030612-0047_Breynia_disticha.jpg,"<p><i><b>Breynia</b></i> is a <a href=""/wiki/Plant"" title=""Plant"">plant</a> <a href=""/wiki/Genus"" title=""Genus"">genus</a> in the <a href=""/wiki/Family"" title=""Family"">family</a> <a href=""/wiki/Phyllanthaceae"" title=""Phyllanthaceae"">Phyllanthaceae</a>, first described as a genus in 1776. It is native to <a href=""/wiki/Southeast_Asia"" title=""Southeast Asia"">Southeast Asia</a>, <a href=""/wiki/China"" title=""China"">China</a>, the <a class=""mw-redirect"" href=""/wiki/Indian_Subcontinent"" title=""Indian Subcontinent"">Indian Subcontinent</a>, <a href=""/wiki/Papuasia"" title=""Papuasia"">Papuasia</a>, <a href=""/wiki/Australia"" title=""Australia"">Australia</a>, and the island of <a href=""/wiki/R%C3%A9union"" title=""Réunion"">Réunion</a>.<sup class=""reference"" id=""cite_ref-r_1-1""><a href=""#cite_note-r-1"">[1]</a></sup>
</p>"
myid,Briggsia,none,Lamiales,Gesneriaceae,Briggsia,none,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7e/Columnea_flexiflora_-1.jpg/40px-Columnea_flexiflora_-1.jpg,"<p>See text.
</p>"
myid,Brillantaisia,none,Lamiales,Acanthaceae,Brillantaisia,none,https://upload.wikimedia.org/wikipedia/commons/thumb/1/14/Bluete_Brillantaisia_nyanzarum.jpg/220px-Bluete_Brillantaisia_nyanzarum.jpg,"<p><i><b>Brillantaisia</b></i> is a genus of <a href=""/wiki/Plant"" title=""Plant"">plant</a> in family <a href=""/wiki/Acanthaceae"" title=""Acanthaceae"">Acanthaceae</a>. They are native to the African tropics and subtropics, including Madagascar.<sup class=""reference"" id=""cite_ref-iziko_1-0""><a href=""#cite_note-iziko-1"">[1]</a></sup> They may grow from 20 cm to 2 m in height. Their hirsute stems are square in cross-section and their heart-shaped leaves have an opposite arrangement. Their purple or white pea-like flowers produce long, cigar-shaped seed pods.<sup class=""reference"" id=""cite_ref-Qld_2-0""><a href=""#cite_note-Qld-2"">[2]</a></sup> They reproduce easily from seeds or vegetatively. One species, <i><a class=""new"" href=""/w/index.php?title=Brillantaisia_lamium&amp;action=edit&amp;redlink=1"" title=""Brillantaisia lamium (page does not exist)"">B. lamium</a></i>, is invasive in Queensland.<sup class=""reference"" id=""cite_ref-Qld_2-1""><a href=""#cite_note-Qld-2"">[2]</a></sup>
</p>"
myid,Brimeura,none,none,none,none,none,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2c/Brimeura_amethystina05.jpg/220px-Brimeura_amethystina05.jpg,"<p><i><b>Brimeura</b></i> is a <a href=""/wiki/Genus"" title=""Genus"">genus</a> of <a href=""/wiki/Bulb"" title=""Bulb"">bulb</a>-forming, <a class=""mw-redirect"" href=""/wiki/Monocot"" title=""Monocot"">monocotyledonous</a> <a class=""mw-redirect"" href=""/wiki/Perennial_plants"" title=""Perennial plants"">perennial plants</a> in the <a href=""/wiki/Family_(biology)"" title=""Family (biology)"">family</a> <a href=""/wiki/Asparagaceae"" title=""Asparagaceae"">Asparagaceae</a>, subfamily <a href=""/wiki/Scilloideae"" title=""Scilloideae"">Scilloideae</a>,<sup class=""reference"" id=""cite_ref-2""><a href=""#cite_note-2"">[2]</a></sup> <a href=""/wiki/Native_plant"" title=""Native plant"">native</a> to southeastern <a href=""/wiki/Europe"" title=""Europe"">Europe</a> and certain islands of the western <a class=""mw-redirect"" href=""/wiki/Mediterranean"" title=""Mediterranean"">Mediterranean</a>.<sup class=""reference"" id=""cite_ref-tlberta_1-1""><a href=""#cite_note-tlberta-1"">[1]</a></sup> They have narrow leaves and bear bluebell-like flowers in Spring.<sup class=""reference"" id=""cite_ref-3""><a href=""#cite_note-3"">[3]</a></sup>
</p>"
myid,Briza,none,Poales,Poaceae,Briza,none,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4f/Briza_maxima1.jpg/220px-Briza_maxima1.jpg,"<p><i><b>Briza</b></i> is a <a href=""/wiki/Genus"" title=""Genus"">genus</a> of <a href=""/wiki/Annual_plant"" title=""Annual plant"">annual</a> and perennial plants in the <a href=""/wiki/Poaceae"" title=""Poaceae"">grass family</a>, native to northern <a class=""mw-redirect"" href=""/wiki/Temperate"" title=""Temperate"">temperate</a> regions of <a href=""/wiki/Eurasia"" title=""Eurasia"">Eurasia</a>, <a href=""/wiki/North_Africa"" title=""North Africa"">North Africa</a>, and certain islands in the <a href=""/wiki/Atlantic_Ocean"" title=""Atlantic Ocean"">Atlantic</a>.<sup class=""reference"" id=""cite_ref-4""><a href=""#cite_note-4"">[4]</a></sup><sup class=""reference"" id=""cite_ref-5""><a href=""#cite_note-5"">[5]</a></sup> <sup class=""reference"" id=""cite_ref-6""><a href=""#cite_note-6"">[6]</a></sup><sup class=""reference"" id=""cite_ref-7""><a href=""#cite_note-7"">[7]</a></sup><sup class=""reference"" id=""cite_ref-8""><a href=""#cite_note-8"">[8]</a></sup><sup class=""reference"" id=""cite_ref-9""><a href=""#cite_note-9"">[9]</a></sup>
</p>"
myid,Brodiaea,none,none,none,none,none,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d8/Brodiaea_californica_ssp_leptandra_1.jpg/220px-Brodiaea_californica_ssp_leptandra_1.jpg,"<p><i>Hookera</i> <small>Salisb., rejected name</small>
</p>"
myid,Bromelia,none,Poales,Bromeliaceae,Bromelia,none,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f7/Bromelia_karatas2.jpg/220px-Bromelia_karatas2.jpg,"<p><i><b>Bromelia</b></i> is the <a href=""/wiki/Type_genus"" title=""Type genus"">type genus</a> of the <a href=""/wiki/Botany"" title=""Botany"">botanical</a> <a href=""/wiki/Family_(biology)"" title=""Family (biology)"">family</a> <a href=""/wiki/Bromeliaceae"" title=""Bromeliaceae"">Bromeliaceae</a>, subfamily <a href=""/wiki/Bromelioideae"" title=""Bromelioideae"">Bromelioideae</a>.  <i><b>Bromelia</b></i> species are widespread across much of <a href=""/wiki/Latin_America"" title=""Latin America"">Latin America</a> and the <a href=""/wiki/West_Indies"" title=""West Indies"">West Indies</a>,<sup class=""reference"" id=""cite_ref-s_1-1""><a href=""#cite_note-s-1"">[1]</a></sup> and are characterized by <a href=""/wiki/Flower"" title=""Flower"">flowers</a> with a deeply cleft calyx. The genus is named after the <a href=""/wiki/Sweden"" title=""Sweden"">Swedish</a> medical doctor and <a href=""/wiki/Botany"" title=""Botany"">botanist</a> Olof Bromelius (1639-1705).
</p>"
myid,Broughtonia,none,Asparagales,Orchidaceae,Broughtonia,none,https://upload.wikimedia.org/wikipedia/commons/thumb/1/10/Broughtonia_sanguinea_%281836%29.jpg/220px-Broughtonia_sanguinea_%281836%29.jpg,"<p><i><b>Broughtonia</b></i> is a <a href=""/wiki/Genus"" title=""Genus"">genus</a> of <a class=""mw-redirect"" href=""/wiki/Orchid"" title=""Orchid"">orchids</a> (<a href=""/wiki/Family_(biology)"" title=""Family (biology)"">family</a> <a href=""/wiki/Orchidaceae"" title=""Orchidaceae"">Orchidaceae</a>) native to the <a class=""mw-redirect"" href=""/wiki/Bahamas"" title=""Bahamas"">Bahamas</a> and the <a href=""/wiki/Greater_Antilles"" title=""Greater Antilles"">Greater Antilles</a>.<sup class=""reference"" id=""cite_ref-rabs_1-1""><a href=""#cite_note-rabs-1"">[1]</a></sup> The genus is abbreviated <b>Bro</b> in trade journals.
</p>"
myid,Broussonetia,none,Rosales,Moraceae,Broussonetia,none,https://upload.wikimedia.org/wikipedia/commons/thumb/4/44/Broussonetia_papyrifera_%28maybe%29.jpg/220px-Broussonetia_papyrifera_%28maybe%29.jpg,"<p><i><a class=""new"" href=""/w/index.php?title=Broussonetia_kaempferi&amp;action=edit&amp;redlink=1"" title=""Broussonetia kaempferi (page does not exist)"">Broussonetia kaempferi</a></i><br/>
<i><a class=""new"" href=""/w/index.php?title=Broussonetia_kazinoki&amp;action=edit&amp;redlink=1"" title=""Broussonetia kazinoki (page does not exist)"">Broussonetia kazinoki</a></i><br/>
<i><a class=""new"" href=""/w/index.php?title=Broussonetia_kurzii&amp;action=edit&amp;redlink=1"" title=""Broussonetia kurzii (page does not exist)"">Broussonetia kurzii</a></i><br/>
<i><a href=""/wiki/Paper_mulberry"" title=""Paper mulberry"">Broussonetia papyrifera</a></i>
</p>"
myid,Browallia,none,Solanales,Solanaceae,Browallia,none,https://upload.wikimedia.org/wikipedia/commons/thumb/a/ae/Browallia_americana_Flowers_Closeup_1350px.jpg/220px-Browallia_americana_Flowers_Closeup_1350px.jpg,"<p>See text.
</p>"
myid,Brownea,none,Fabales,Fabaceae,Brownea,none,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4a/Brownea_ariza0.jpg/220px-Brownea_ariza0.jpg,"<p>See text
</p>"
myid,Browningia,none,Caryophyllales,Cactaceae,Browningia,none,https://upload.wikimedia.org/wikipedia/commons/thumb/7/75/Azureocereus_imperator_3.jpg/220px-Azureocereus_imperator_3.jpg,"<p><i><b>Browningia</b></i> is a <a href=""/wiki/Genus"" title=""Genus"">genus</a> of <a class=""mw-redirect"" href=""/wiki/Cacti"" title=""Cacti"">cacti</a>, comprising 11 accepted and 3 unresolved <a href=""/wiki/Species"" title=""Species"">species</a>. It is named for Webster E Browning (1869-1942), director of the Instituto Inglés, <a class=""mw-redirect"" href=""/wiki/Santiago_de_Chile"" title=""Santiago de Chile"">Santiago</a>,Chile.<sup class=""reference"" id=""cite_ref-1""><a href=""#cite_note-1"">[1]</a></sup>
</p>"
